order_id,date,time
113,"Friday, January 2, 2015",18:50:21
114,"Friday, January 2, 2015",18:59:32
115,"Friday, January 2, 2015",19:05:17
116,"Friday, January 2, 2015",19:18:49
117,"Friday, January 2, 2015",19:23:02
118,"Friday, January 2, 2015",19:26:59
119,"Friday, January 2, 2015",19:32:29
120,"Friday, January 2, 2015",19:35:07
121,"Friday, January 2, 2015",19:38:48
122,"Friday, January 2, 2015",19:50:19
123,"Friday, January 2, 2015",20:12:09
124,"Friday, January 2, 2015",20:12:34
125,"Friday, January 2, 2015",20:31:06
126,"Friday, January 2, 2015",20:53:42
127,"Friday, January 2, 2015",20:58:23
128,"Friday, January 2, 2015",21:05:06
129,"Friday, January 2, 2015",21:13:02
130,"Friday, January 2, 2015",21:14:55
131,"Friday, January 2, 2015",21:33:10
132,"Friday, January 2, 2015",21:42:45
133,"Friday, January 2, 2015",22:00:17
134,"Friday, January 2, 2015",22:13:24
135,"Friday, January 2, 2015",22:29:34
136,"Friday, January 2, 2015",22:32:49
137,"Saturday, January 3, 2015",11:34:10
138,"Saturday, January 3, 2015",11:44:50
139,"Saturday, January 3, 2015",11:57:39
140,"Saturday, January 3, 2015",12:26:44
141,"Saturday, January 3, 2015",13:16:01
142,"Saturday, January 3, 2015",13:33:59
143,"Saturday, January 3, 2015",13:41:36
144,"Saturday, January 3, 2015",13:44:28
145,"Saturday, January 3, 2015",13:53:48
146,"Saturday, January 3, 2015",14:22:10
147,"Saturday, January 3, 2015",14:32:51
148,"Saturday, January 3, 2015",14:40:42
149,"Saturday, January 3, 2015",14:48:45
150,"Saturday, January 3, 2015",14:49:58
151,"Saturday, January 3, 2015",15:09:34
152,"Saturday, January 3, 2015",15:09:42
153,"Saturday, January 3, 2015",15:16:34
154,"Saturday, January 3, 2015",15:22:43
155,"Saturday, January 3, 2015",15:28:59
156,"Saturday, January 3, 2015",15:42:19
157,"Saturday, January 3, 2015",15:43:03
158,"Saturday, January 3, 2015",15:54:30
159,"Saturday, January 3, 2015",15:59:22
160,"Saturday, January 3, 2015",16:35:33
161,"Saturday, January 3, 2015",16:43:46
162,"Saturday, January 3, 2015",16:51:22
163,"Saturday, January 3, 2015",16:54:54
164,"Saturday, January 3, 2015",16:56:33
165,"Saturday, January 3, 2015",16:57:37
166,"Saturday, January 3, 2015",16:58:51
167,"Saturday, January 3, 2015",17:00:49
168,"Saturday, January 3, 2015",17:02:27
169,"Saturday, January 3, 2015",17:15:48
170,"Saturday, January 3, 2015",17:21:31
171,"Saturday, January 3, 2015",17:23:03
172,"Saturday, January 3, 2015",17:29:24
173,"Saturday, January 3, 2015",17:35:30
174,"Saturday, January 3, 2015",17:37:49
175,"Saturday, January 3, 2015",17:50:51
176,"Saturday, January 3, 2015",17:51:57
177,"Saturday, January 3, 2015",17:54:36
178,"Saturday, January 3, 2015",18:15:03
179,"Saturday, January 3, 2015",18:20:14
180,"Saturday, January 3, 2015",18:33:34
181,"Saturday, January 3, 2015",18:49:32
182,"Saturday, January 3, 2015",18:50:10
183,"Saturday, January 3, 2015",18:54:55
184,"Saturday, January 3, 2015",18:59:05
185,"Saturday, January 3, 2015",19:08:33
186,"Saturday, January 3, 2015",19:36:00
187,"Saturday, January 3, 2015",19:37:12
188,"Saturday, January 3, 2015",20:08:39
189,"Saturday, January 3, 2015",20:12:14
190,"Saturday, January 3, 2015",20:14:23
191,"Saturday, January 3, 2015",20:24:50
192,"Saturday, January 3, 2015",20:30:08
193,"Saturday, January 3, 2015",20:55:47
194,"Saturday, January 3, 2015",21:21:24
195,"Saturday, January 3, 2015",21:25:20
196,"Saturday, January 3, 2015",21:40:14
197,"Saturday, January 3, 2015",21:47:48
198,"Saturday, January 3, 2015",21:55:42
199,"Saturday, January 3, 2015",22:10:38
200,"Saturday, January 3, 2015",22:24:05
201,"Saturday, January 3, 2015",22:29:59
202,"Saturday, January 3, 2015",22:50:29
203,"Sunday, January 4, 2015",11:30:48
204,"Sunday, January 4, 2015",11:36:25
205,"Sunday, January 4, 2015",11:43:54
206,"Sunday, January 4, 2015",11:45:10
207,"Sunday, January 4, 2015",12:03:58
208,"Sunday, January 4, 2015",12:12:05
209,"Sunday, January 4, 2015",12:29:17
210,"Sunday, January 4, 2015",12:34:13
211,"Sunday, January 4, 2015",12:54:20
212,"Sunday, January 4, 2015",13:16:03
213,"Sunday, January 4, 2015",13:20:39
214,"Sunday, January 4, 2015",13:39:16
215,"Sunday, January 4, 2015",13:44:49
216,"Sunday, January 4, 2015",14:31:56
217,"Sunday, January 4, 2015",14:35:03
218,"Sunday, January 4, 2015",14:35:11
219,"Sunday, January 4, 2015",14:42:01
220,"Sunday, January 4, 2015",15:31:59
221,"Sunday, January 4, 2015",15:33:18
222,"Sunday, January 4, 2015",15:46:38
223,"Sunday, January 4, 2015",16:08:20
224,"Sunday, January 4, 2015",16:39:58
225,"Sunday, January 4, 2015",16:41:48
226,"Sunday, January 4, 2015",16:59:39
227,"Sunday, January 4, 2015",17:24:39
228,"Sunday, January 4, 2015",17:31:24
229,"Sunday, January 4, 2015",17:37:57
230,"Sunday, January 4, 2015",17:58:38
231,"Sunday, January 4, 2015",18:04:18
232,"Sunday, January 4, 2015",18:21:59
233,"Sunday, January 4, 2015",18:26:51
234,"Sunday, January 4, 2015",18:36:09
235,"Sunday, January 4, 2015",18:51:30
236,"Sunday, January 4, 2015",19:21:04
237,"Sunday, January 4, 2015",19:27:48
238,"Sunday, January 4, 2015",19:45:15
239,"Sunday, January 4, 2015",19:57:52
240,"Sunday, January 4, 2015",20:10:24
241,"Sunday, January 4, 2015",20:11:25
242,"Sunday, January 4, 2015",20:15:29
243,"Sunday, January 4, 2015",20:26:17
244,"Sunday, January 4, 2015",20:26:22
245,"Sunday, January 4, 2015",20:28:41
246,"Sunday, January 4, 2015",20:30:48
247,"Sunday, January 4, 2015",20:55:29
248,"Sunday, January 4, 2015",20:58:19
249,"Sunday, January 4, 2015",21:06:16
250,"Sunday, January 4, 2015",21:07:05
251,"Sunday, January 4, 2015",21:10:05
252,"Sunday, January 4, 2015",22:13:15
253,"Sunday, January 4, 2015",22:16:18
254,"Sunday, January 4, 2015",22:22:13
255,"Monday, January 5, 2015",11:23:35
256,"Monday, January 5, 2015",11:56:06
257,"Monday, January 5, 2015",11:59:04
258,"Monday, January 5, 2015",11:59:23
259,"Monday, January 5, 2015",12:04:25
260,"Monday, January 5, 2015",12:06:27
261,"Monday, January 5, 2015",12:38:29
262,"Monday, January 5, 2015",12:42:01
263,"Monday, January 5, 2015",12:57:22
264,"Monday, January 5, 2015",13:03:59
265,"Monday, January 5, 2015",13:04:42
266,"Monday, January 5, 2015",13:09:29
267,"Monday, January 5, 2015",13:37:50
268,"Monday, January 5, 2015",13:40:46
269,"Monday, January 5, 2015",13:49:34
270,"Monday, January 5, 2015",14:09:02
271,"Monday, January 5, 2015",14:22:19
272,"Monday, January 5, 2015",14:24:05
273,"Monday, January 5, 2015",14:28:00
274,"Monday, January 5, 2015",14:36:33
275,"Monday, January 5, 2015",14:38:14
276,"Monday, January 5, 2015",15:18:18
277,"Monday, January 5, 2015",15:41:50
278,"Monday, January 5, 2015",15:49:21
279,"Monday, January 5, 2015",16:07:03
280,"Monday, January 5, 2015",16:20:23
281,"Monday, January 5, 2015",16:33:48
282,"Monday, January 5, 2015",16:49:38
283,"Monday, January 5, 2015",16:51:43
284,"Monday, January 5, 2015",16:58:16
285,"Monday, January 5, 2015",16:58:38
286,"Monday, January 5, 2015",17:01:23
287,"Monday, January 5, 2015",17:30:09
288,"Monday, January 5, 2015",17:32:44
289,"Monday, January 5, 2015",17:36:23
290,"Monday, January 5, 2015",17:41:16
291,"Monday, January 5, 2015",17:44:39
292,"Monday, January 5, 2015",17:48:59
293,"Monday, January 5, 2015",17:58:38
294,"Monday, January 5, 2015",18:16:35
295,"Monday, January 5, 2015",18:20:12
296,"Monday, January 5, 2015",18:46:54
297,"Monday, January 5, 2015",19:02:18
298,"Monday, January 5, 2015",19:10:36
299,"Monday, January 5, 2015",19:34:31
300,"Monday, January 5, 2015",19:42:54
301,"Monday, January 5, 2015",19:45:58
302,"Monday, January 5, 2015",19:57:37
303,"Monday, January 5, 2015",20:02:51
304,"Monday, January 5, 2015",20:07:58
305,"Monday, January 5, 2015",20:35:40
306,"Monday, January 5, 2015",20:37:40
307,"Monday, January 5, 2015",21:45:38
308,"Monday, January 5, 2015",21:59:46
309,"Tuesday, January 6, 2015",11:39:06
310,"Tuesday, January 6, 2015",11:40:48
311,"Tuesday, January 6, 2015",11:57:27
312,"Tuesday, January 6, 2015",12:05:21
313,"Tuesday, January 6, 2015",12:09:09
314,"Tuesday, January 6, 2015",12:11:58
315,"Tuesday, January 6, 2015",12:17:40
316,"Tuesday, January 6, 2015",12:29:34
317,"Tuesday, January 6, 2015",12:31:00
318,"Tuesday, January 6, 2015",12:45:14
319,"Tuesday, January 6, 2015",12:46:22
320,"Tuesday, January 6, 2015",12:46:40
321,"Tuesday, January 6, 2015",12:56:21
322,"Tuesday, January 6, 2015",13:02:13
323,"Tuesday, January 6, 2015",13:05:33
324,"Tuesday, January 6, 2015",13:06:44
325,"Tuesday, January 6, 2015",13:07:32
326,"Tuesday, January 6, 2015",13:10:13
327,"Tuesday, January 6, 2015",13:10:54
328,"Tuesday, January 6, 2015",13:16:35
329,"Tuesday, January 6, 2015",13:22:44
330,"Tuesday, January 6, 2015",13:27:11
331,"Tuesday, January 6, 2015",13:43:30
332,"Tuesday, January 6, 2015",14:12:01
333,"Tuesday, January 6, 2015",14:16:36
334,"Tuesday, January 6, 2015",14:24:18
335,"Tuesday, January 6, 2015",14:24:47
336,"Tuesday, January 6, 2015",14:51:41
337,"Tuesday, January 6, 2015",15:03:12
338,"Tuesday, January 6, 2015",15:18:26
339,"Tuesday, January 6, 2015",15:25:13
340,"Tuesday, January 6, 2015",15:35:32
341,"Tuesday, January 6, 2015",15:35:47
342,"Tuesday, January 6, 2015",15:44:12
343,"Tuesday, January 6, 2015",15:45:37
344,"Tuesday, January 6, 2015",16:01:11
345,"Tuesday, January 6, 2015",16:01:47
346,"Tuesday, January 6, 2015",16:30:00
347,"Tuesday, January 6, 2015",16:37:17
348,"Tuesday, January 6, 2015",16:49:12
349,"Tuesday, January 6, 2015",17:25:58
350,"Tuesday, January 6, 2015",17:37:05
351,"Tuesday, January 6, 2015",17:37:29
352,"Tuesday, January 6, 2015",17:45:48
353,"Tuesday, January 6, 2015",17:59:48
354,"Tuesday, January 6, 2015",18:01:44
355,"Tuesday, January 6, 2015",18:14:45
356,"Tuesday, January 6, 2015",18:16:05
357,"Tuesday, January 6, 2015",18:27:58
358,"Tuesday, January 6, 2015",18:30:12
359,"Tuesday, January 6, 2015",18:33:08
360,"Tuesday, January 6, 2015",18:50:38
361,"Tuesday, January 6, 2015",19:12:38
362,"Tuesday, January 6, 2015",19:13:36
363,"Tuesday, January 6, 2015",19:20:31
364,"Tuesday, January 6, 2015",19:27:24
365,"Tuesday, January 6, 2015",19:37:26
366,"Tuesday, January 6, 2015",20:04:20
367,"Tuesday, January 6, 2015",20:05:12
368,"Tuesday, January 6, 2015",20:28:16
369,"Tuesday, January 6, 2015",20:30:06
370,"Tuesday, January 6, 2015",21:02:30
371,"Tuesday, January 6, 2015",21:15:20
372,"Tuesday, January 6, 2015",22:26:59
373,"Wednesday, January 7, 2015",11:45:18
374,"Wednesday, January 7, 2015",11:55:59
375,"Wednesday, January 7, 2015",11:58:36
376,"Wednesday, January 7, 2015",12:01:17
377,"Wednesday, January 7, 2015",12:03:18
378,"Wednesday, January 7, 2015",12:19:37
379,"Wednesday, January 7, 2015",12:25:37
380,"Wednesday, January 7, 2015",12:32:10
381,"Wednesday, January 7, 2015",12:33:06
382,"Wednesday, January 7, 2015",12:33:07
383,"Wednesday, January 7, 2015",12:43:59
384,"Wednesday, January 7, 2015",12:51:46
385,"Wednesday, January 7, 2015",12:54:19
386,"Wednesday, January 7, 2015",12:58:16
387,"Wednesday, January 7, 2015",13:03:14
388,"Wednesday, January 7, 2015",13:04:56
389,"Wednesday, January 7, 2015",13:10:17
390,"Wednesday, January 7, 2015",13:15:32
391,"Wednesday, January 7, 2015",13:25:31
392,"Wednesday, January 7, 2015",13:36:47
393,"Wednesday, January 7, 2015",13:48:31
394,"Wednesday, January 7, 2015",14:02:18
395,"Wednesday, January 7, 2015",14:11:08
396,"Wednesday, January 7, 2015",14:12:21
397,"Wednesday, January 7, 2015",14:31:10
398,"Wednesday, January 7, 2015",14:56:26
399,"Wednesday, January 7, 2015",15:47:49
400,"Wednesday, January 7, 2015",16:03:07
401,"Wednesday, January 7, 2015",16:08:35
402,"Wednesday, January 7, 2015",16:24:46
403,"Wednesday, January 7, 2015",16:26:10
404,"Wednesday, January 7, 2015",16:39:27
405,"Wednesday, January 7, 2015",16:44:16
406,"Wednesday, January 7, 2015",16:50:49
407,"Wednesday, January 7, 2015",16:56:42
408,"Wednesday, January 7, 2015",17:09:09
409,"Wednesday, January 7, 2015",17:15:04
410,"Wednesday, January 7, 2015",17:33:49
411,"Wednesday, January 7, 2015",17:58:09
412,"Wednesday, January 7, 2015",18:07:46
413,"Wednesday, January 7, 2015",18:11:32
414,"Wednesday, January 7, 2015",18:13:22
415,"Wednesday, January 7, 2015",18:16:23
416,"Wednesday, January 7, 2015",18:17:42
417,"Wednesday, January 7, 2015",18:24:40
418,"Wednesday, January 7, 2015",18:40:11
419,"Wednesday, January 7, 2015",19:02:31
420,"Wednesday, January 7, 2015",19:04:40
421,"Wednesday, January 7, 2015",19:21:58
422,"Wednesday, January 7, 2015",19:30:25
423,"Wednesday, January 7, 2015",19:45:07
424,"Wednesday, January 7, 2015",20:01:28
425,"Wednesday, January 7, 2015",20:21:19
426,"Wednesday, January 7, 2015",20:25:45
427,"Wednesday, January 7, 2015",21:49:00
428,"Wednesday, January 7, 2015",22:05:00
429,"Wednesday, January 7, 2015",22:16:53
430,"Wednesday, January 7, 2015",22:46:13
431,"Thursday, January 8, 2015",11:17:13
432,"Thursday, January 8, 2015",11:39:07
433,"Thursday, January 8, 2015",11:49:50
434,"Thursday, January 8, 2015",11:54:14
435,"Thursday, January 8, 2015",12:06:09
436,"Thursday, January 8, 2015",12:07:21
437,"Thursday, January 8, 2015",12:07:54
438,"Thursday, January 8, 2015",12:08:38
439,"Thursday, January 8, 2015",12:13:08
440,"Thursday, January 8, 2015",12:16:34
441,"Thursday, January 8, 2015",12:16:58
442,"Thursday, January 8, 2015",12:28:49
443,"Thursday, January 8, 2015",12:34:20
444,"Thursday, January 8, 2015",12:40:05
445,"Thursday, January 8, 2015",12:57:39
446,"Thursday, January 8, 2015",12:58:01
447,"Thursday, January 8, 2015",13:02:00
448,"Thursday, January 8, 2015",13:03:34
449,"Thursday, January 8, 2015",13:04:15
450,"Thursday, January 8, 2015",13:07:53
451,"Thursday, January 8, 2015",13:19:06
452,"Thursday, January 8, 2015",13:24:11
453,"Thursday, January 8, 2015",13:27:14
454,"Thursday, January 8, 2015",13:31:40
455,"Thursday, January 8, 2015",13:39:14
456,"Thursday, January 8, 2015",13:47:53
457,"Thursday, January 8, 2015",13:59:04
458,"Thursday, January 8, 2015",14:00:05
459,"Thursday, January 8, 2015",14:14:02
460,"Thursday, January 8, 2015",14:19:58
461,"Thursday, January 8, 2015",14:21:19
462,"Thursday, January 8, 2015",14:38:41
463,"Thursday, January 8, 2015",14:40:28
464,"Thursday, January 8, 2015",14:49:01
465,"Thursday, January 8, 2015",14:55:23
466,"Thursday, January 8, 2015",15:30:10
467,"Thursday, January 8, 2015",15:33:13
468,"Thursday, January 8, 2015",15:36:12
469,"Thursday, January 8, 2015",15:37:18
470,"Thursday, January 8, 2015",15:49:13
471,"Thursday, January 8, 2015",16:20:26
472,"Thursday, January 8, 2015",16:29:50
473,"Thursday, January 8, 2015",16:41:27
474,"Thursday, January 8, 2015",16:47:48
475,"Thursday, January 8, 2015",17:15:17
476,"Thursday, January 8, 2015",17:27:56
477,"Thursday, January 8, 2015",17:30:04
478,"Thursday, January 8, 2015",17:35:56
479,"Thursday, January 8, 2015",17:37:03
480,"Thursday, January 8, 2015",17:41:31
481,"Thursday, January 8, 2015",17:41:37
482,"Thursday, January 8, 2015",17:52:42
483,"Thursday, January 8, 2015",17:54:05
484,"Thursday, January 8, 2015",18:02:54
485,"Thursday, January 8, 2015",18:07:31
486,"Thursday, January 8, 2015",18:15:08
487,"Thursday, January 8, 2015",18:30:16
488,"Thursday, January 8, 2015",18:46:02
489,"Thursday, January 8, 2015",18:48:43
490,"Thursday, January 8, 2015",18:49:24
491,"Thursday, January 8, 2015",19:01:12
492,"Thursday, January 8, 2015",19:06:21
493,"Thursday, January 8, 2015",19:31:47
494,"Thursday, January 8, 2015",19:38:40
495,"Thursday, January 8, 2015",19:42:52
496,"Thursday, January 8, 2015",19:46:18
497,"Thursday, January 8, 2015",19:49:26
498,"Thursday, January 8, 2015",20:02:25
499,"Thursday, January 8, 2015",21:10:46
500,"Thursday, January 8, 2015",21:46:49
501,"Thursday, January 8, 2015",21:51:31
502,"Thursday, January 8, 2015",22:26:08
503,"Friday, January 9, 2015",11:16:21
504,"Friday, January 9, 2015",11:48:18
505,"Friday, January 9, 2015",11:55:10
506,"Friday, January 9, 2015",12:02:09
507,"Friday, January 9, 2015",12:06:03
508,"Friday, January 9, 2015",12:13:32
509,"Friday, January 9, 2015",12:13:58
510,"Friday, January 9, 2015",12:15:03
511,"Friday, January 9, 2015",12:18:21
512,"Friday, January 9, 2015",12:19:24
513,"Friday, January 9, 2015",12:22:48
514,"Friday, January 9, 2015",12:26:47
515,"Friday, January 9, 2015",13:07:37
516,"Friday, January 9, 2015",13:09:09
517,"Friday, January 9, 2015",13:09:11
518,"Friday, January 9, 2015",13:11:25
519,"Friday, January 9, 2015",13:15:20
520,"Friday, January 9, 2015",13:22:33
521,"Friday, January 9, 2015",13:43:07
522,"Friday, January 9, 2015",14:09:33
523,"Friday, January 9, 2015",14:42:14
524,"Friday, January 9, 2015",14:51:35
525,"Friday, January 9, 2015",15:08:46
526,"Friday, January 9, 2015",15:10:13
527,"Friday, January 9, 2015",15:23:37
528,"Friday, January 9, 2015",15:27:21
529,"Friday, January 9, 2015",15:31:01
530,"Friday, January 9, 2015",15:43:01
531,"Friday, January 9, 2015",15:58:10
532,"Friday, January 9, 2015",16:14:28
533,"Friday, January 9, 2015",16:28:43
534,"Friday, January 9, 2015",16:43:32
535,"Friday, January 9, 2015",17:08:47
536,"Friday, January 9, 2015",17:18:50
537,"Friday, January 9, 2015",17:23:52
538,"Friday, January 9, 2015",17:44:04
539,"Friday, January 9, 2015",17:51:34
540,"Friday, January 9, 2015",17:52:41
541,"Friday, January 9, 2015",18:07:47
542,"Friday, January 9, 2015",18:08:06
543,"Friday, January 9, 2015",18:23:59
544,"Friday, January 9, 2015",18:31:04
545,"Friday, January 9, 2015",18:46:28
546,"Friday, January 9, 2015",18:47:27
547,"Friday, January 9, 2015",18:49:23
548,"Friday, January 9, 2015",19:06:09
549,"Friday, January 9, 2015",19:06:34
550,"Friday, January 9, 2015",19:12:59
551,"Friday, January 9, 2015",19:26:24
552,"Friday, January 9, 2015",19:31:25
553,"Friday, January 9, 2015",20:14:47
554,"Friday, January 9, 2015",20:15:51
555,"Friday, January 9, 2015",20:18:25
556,"Friday, January 9, 2015",20:23:12
557,"Friday, January 9, 2015",20:30:06
558,"Friday, January 9, 2015",20:51:10
559,"Friday, January 9, 2015",21:10:16
560,"Friday, January 9, 2015",21:13:48
561,"Friday, January 9, 2015",21:47:56
562,"Friday, January 9, 2015",22:04:05
563,"Friday, January 9, 2015",22:19:03
564,"Friday, January 9, 2015",22:32:32
565,"Saturday, January 10, 2015",12:11:19
566,"Saturday, January 10, 2015",12:21:19
567,"Saturday, January 10, 2015",12:27:47
568,"Saturday, January 10, 2015",12:28:53
569,"Saturday, January 10, 2015",12:37:10
570,"Saturday, January 10, 2015",13:13:59
571,"Saturday, January 10, 2015",13:14:47
572,"Saturday, January 10, 2015",13:15:32
573,"Saturday, January 10, 2015",13:39:33
574,"Saturday, January 10, 2015",13:40:54
575,"Saturday, January 10, 2015",13:41:04
576,"Saturday, January 10, 2015",13:44:22
577,"Saturday, January 10, 2015",13:45:00
578,"Saturday, January 10, 2015",13:48:49
579,"Saturday, January 10, 2015",13:51:19
580,"Saturday, January 10, 2015",13:56:01
581,"Saturday, January 10, 2015",14:13:01
582,"Saturday, January 10, 2015",14:24:14
583,"Saturday, January 10, 2015",14:33:19
584,"Saturday, January 10, 2015",15:05:29
585,"Saturday, January 10, 2015",15:58:42
586,"Saturday, January 10, 2015",16:09:57
587,"Saturday, January 10, 2015",16:32:36
588,"Saturday, January 10, 2015",16:33:36
589,"Saturday, January 10, 2015",17:12:39
590,"Saturday, January 10, 2015",17:23:39
591,"Saturday, January 10, 2015",17:32:54
592,"Saturday, January 10, 2015",17:41:55
593,"Saturday, January 10, 2015",17:48:57
594,"Saturday, January 10, 2015",17:50:19
595,"Saturday, January 10, 2015",18:12:28
596,"Saturday, January 10, 2015",18:24:07
597,"Saturday, January 10, 2015",18:32:36
598,"Saturday, January 10, 2015",18:34:14
599,"Saturday, January 10, 2015",18:34:27
600,"Saturday, January 10, 2015",18:53:52
601,"Saturday, January 10, 2015",18:58:19
602,"Saturday, January 10, 2015",19:02:27
603,"Saturday, January 10, 2015",19:03:11
604,"Saturday, January 10, 2015",19:13:29
605,"Saturday, January 10, 2015",19:23:51
606,"Saturday, January 10, 2015",19:27:18
607,"Saturday, January 10, 2015",19:36:16
608,"Saturday, January 10, 2015",19:36:33
609,"Saturday, January 10, 2015",19:39:32
610,"Saturday, January 10, 2015",19:51:02
611,"Saturday, January 10, 2015",19:58:10
612,"Saturday, January 10, 2015",19:58:15
613,"Saturday, January 10, 2015",20:10:44
614,"Saturday, January 10, 2015",20:12:33
615,"Saturday, January 10, 2015",20:14:03
616,"Saturday, January 10, 2015",20:20:10
617,"Saturday, January 10, 2015",20:27:26
618,"Saturday, January 10, 2015",20:31:14
619,"Saturday, January 10, 2015",20:41:58
620,"Saturday, January 10, 2015",20:45:45
621,"Saturday, January 10, 2015",20:49:29
622,"Saturday, January 10, 2015",20:57:41
623,"Saturday, January 10, 2015",21:21:21
624,"Saturday, January 10, 2015",21:22:44
625,"Saturday, January 10, 2015",21:50:23
626,"Saturday, January 10, 2015",21:55:12
627,"Saturday, January 10, 2015",22:18:35
628,"Saturday, January 10, 2015",22:47:17
629,"Saturday, January 10, 2015",22:48:39
630,"Sunday, January 11, 2015",11:42:08
631,"Sunday, January 11, 2015",11:44:36
632,"Sunday, January 11, 2015",11:44:52
633,"Sunday, January 11, 2015",11:51:45
634,"Sunday, January 11, 2015",12:14:15
635,"Sunday, January 11, 2015",12:18:31
636,"Sunday, January 11, 2015",12:34:44
637,"Sunday, January 11, 2015",12:44:10
638,"Sunday, January 11, 2015",12:49:26
